,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8289827562,1746995148,9773472,9773446,"130098742, 433060499, 318263883, 129618435, 127733940",BErt,"116643277, 395439489, 107173931, 80749349, 1127025371",FTG,"BErt, FTG"
1,8289815517,1746994409,9773469,9768214,"113312766, 65159250, 170319481, 364675035, 101815783",play,"88342733, 127524729, 465095630, 114945585, 433287075",Marty,"Marty, play"
2,8289770120,1746991875,9773474,9773480,"149253098, 89873399, 106984632, 114420751, 287978960",Jeri,"84712191, 188263974, 854684906, 253571081, 143214129",ElNiño,"ElNiño, Jeri"
3,8289766419,1746991658,9773472,9773446,"130098742, 433060499, 318263883, 129618435, 127733940",BErt,"116643277, 395439489, 107173931, 80749349, 1127025371",FTG,"BErt, FTG"
4,8289751947,1746990888,9768183,9767979,"105128443, 121439102, 1065312901, 139093519, 133674320",Miiew,"315522915, 114550611, 165749983, 42300571, 150522382",JB^,"JB^, Miiew"
5,8289745885,1746990542,9773469,9768214,"113312766, 364675035, 65159250, 101815783, 170319481",play,"88342733, 127524729, 433287075, 114945585, 465095630",Marty,"Marty, play"
6,8289707810,1746988623,9773474,9773480,"149253098, 106984632, 287978960, 89873399, 114420751",Jeri,"84712191, 188263974, 253571081, 143214129, 854684906",ElNiño,"ElNiño, Jeri"
7,8289670254,1746986853,9773469,9768214,"113312766, 170319481, 364675035, 65159250, 101815783",play,"88342733, 127524729, 433287075, 465095630, 114945585",Marty,"Marty, play"
8,8289668993,1746986776,9773472,9773446,"130098742, 433060499, 318263883, 129618435, 127733940",BErt,"395439489, 116643277, 107173931, 80749349, 1127025371",FTG,"BErt, FTG"
9,8289666275,1746986614,9768183,9767979,"139093519, 121439102, 1065312901, 133674320, 105128443",Miiew,"150522382, 114550611, 165749983, 42300571, 315522915",JB^,"JB^, Miiew"
